Patent_ID;Family_ID;Country
WO2025128632A1;94227627;WO
WO2025264965A2;98214257;WO
WO2025231081A1;97562178;WO
WO2025199455A1;97140351;WO
WO2025260011A1;98051678;WO
WO2025259992A1;98051673;WO
WO2025259747A2;96657084;WO
WO2025250680A1;97871579;WO
WO2025259743A1;96543832;WO
WO2025034422A1;92456903;WO
WO2025076031A2;93214767;WO
WO2025064660A2;93117301;WO
WO2025034560A1;94535071;WO
WO2025128614A1;94210303;WO
AU2022301058A1;84692959;AU
AU2022303164A1;82701605;AU
AU2022364838A1;84360072;AU
AU2022324003A1;83151961;AU
AU2022323090A1;83005925;AU
AU2022328347A1;83192185;AU
AU2023285729A1;57835203;AU
AU2022203571A1;51402315;AU
AU2021286287A1;54602192;AU
AU2022204146A1;45067325;AU
AU2022316139A1;82850071;AU
AU2020402885A1;74004172;AU
AU2023201014A1;50943629;AU
AU2024278345A1;56855841;AU
AU2021393417A1;79021842;AU
AU2021365822A1;78622038;AU
AU2023248138A1;54602195;AU
AU2022201595A1;46932295;AU
AU2020364248A1;75436777;AU
AU2022268351A1;47116337;AU
AU2020343255A1;72521735;AU
CA3214499A1;81388848;CA
CA3226887A1;84979577;CA
CA3225740A1;84692073;CA
CA3221245A1;82156425;CA
CA3233101A1;85721285;CA
NZ776080A;86613248;NZ
NZ748858A;86613253;NZ
NZ727615A;53298624;NZ
CN117580951A;89884945;CN
AR129562A2;92909769;AR
CN118369104A;91877113;CN
MA62937B1;74446267;MA
CN117651768A;90048223;CN
CN117651769A;90046492;CN
AR127877A2;90556500;AR
CN117751189A;90277899;CN
CN117751187A;90283503;CN
CN118076361A;91106222;CN
CN118176300A;91347200;CN
CN118265786A;91603711;CN
CN118215735A;91452797;CN
AR128942A1;91665017;AR
JP2023123449A;71013269;JP
CN118613583A;92554265;CN
CN116583602A;87541816;CN
CY2023004I1;39682314;CY
CL2022001415A1;85792734;CL
CL2022001590A1;74046218;CL
ZA201407293B;49484030;ZA
AR121655A1;82401620;AR
AR121708A1;82401634;AR
AR121768A1;83218568;AR
BR112022006146A2;83356013;BR
AR124052A1;86317750;AR
CL2021002326A1;66770566;CL
AR123687A1;85131232;AR
AR122646A1;83444627;AR
CN118922537A;93307412;CN
TW202317151A;61006326;TW
AR120341A1;73544314;AR
CL2022002159A1;85792796;CL
CN116829567A;88139686;CN
AR126265A1;88679255;AR
AR126311A1;88679276;AR
MX2021010631A;89843925;MX
AR126271A1;88679262;AR
CN116529372A;87405124;CN
AR125452A1;87551315;AR
AR120413A1;80782248;AR
AR120712A1;80994848;AR
AR120979A1;81345098;AR
KR20220150995A;42153319;KR
ES2893199T3;44712592;ES
KR20220038506A;43309230;KR
KR20220150411A;43050445;KR
AR126536A1;88679306;AR
UY40479A;98367044;UY
AR126691A1;89061563;AR
CN116964204A;88456870;CN
AR126499A1;88679297;AR
MX2022012293A;77929772;MX
MX2022007144A;76437193;MX
CN117561335A;89821983;CN
AR125447A2;87551306;AR
AR125019A1;86688890;AR
AR125021A1;86688892;AR
AR127053A2;89309913;AR
AR127134A1;89309880;AR
DK3604537T3;34139260;DK
MX2022013691A;39269192;MX
CN117120610A;88804260;CN
AR126933A1;89061568;AR
CN117203338A;88983688;CN
TW202204617A;75660403;TW
AR127472A1;89714779;AR
AR130702A1;94475438;AR
AR121138A1;81345133;AR
AR132165A2;95857780;AR
AR133897A1;97832794;AR
AR134211A2;98218444;AR
CN118384268A;62111274;CN
JP2024149701A;70612465;JP
TW202214856A;76859777;TW
TW202204618A;75660402;TW
IL297702A;75919437;IL
AR132420A1;96172442;AR
MX2024004316A;97522595;MX
JP2024137970A;47559648;JP
AR121293A1;82401411;AR
AR121353A1;82401435;AR
LT3204015T;55653836;LT
AR133447A1;97522007;AR
AR133772A2;97521990;AR
IL288931A;50678278;IL
KR20220154244A;51934144;KR
