Patent_ID;Family_ID;Country
US2023055519A1;76864313;US
US2023050202A1;76864286;US
US2023057430A1;76864225;US
US2023054941A1;76864272;US
US2023053781A1;76864535;US
US2023038883A1;76863233;US
US2023055044A1;76993007;US
US2023060095A1;74592833;US
US2023039443A1;76991884;US
US2023057461A1;74661504;US
US2023049455A1;77078472;US
US2023050813A1;76763613;US
US2023041342A1;76788370;US
US2023048462A1;76863863;US
US2023045629A1;76864648;US
US2023040477A1;76864310;US
US2022396782A1;82492461;US
US2023045557A1;76478794;US
US2022000903A1;72611513;US
US2022002400A1;70334112;US
US2025236916A1;87556103;US
US2022017910A1;75725917;US
US2022025310A1;76221512;US
US2022002731A1;76330453;US
US2022025066A1;76971258;US
US2022010304A1;77063223;US
US2025270608A1;96812633;US
US2023029594A1;76574204;US
US2023053473A1;76575155;US
US2023059086A1;76573325;US
US2023046246A1;76329098;US
US2022010318A1;72482209;US
US2022002695A1;72610034;US
US2022010337A1;72612091;US
US2022002694A1;72604051;US
US2023055186A1;76575142;US
US2023059884A1;76685851;US
US2023054266A1;76687315;US
US2023059683A1;76788371;US
US2023051453A1;76788339;US
US2023053353A1;76788292;US
US2023059309A1;76788294;US
US2023056856A1;74595379;US
US2023054595A1;76476739;US
US2023042171A1;76478522;US
US2023037234A1;76130394;US
US2025145702A1;59501106;US
US2023036569A1;76477959;US
US2023050380A1;76574285;US
US2023058982A1;76573011;US
US2023051661A1;76573873;US
US2023034069A1;76574675;US
US2023046668A1;74106083;US
US2023056748A1;76574496;US
US2023045199A1;76574938;US
US2023030612A1;76573973;US
US2023039928A1;69005556;US
US2023037026A1;76575396;US
US2023045590A1;76573161;US
US2022011312A1;71736364;US
US2022010384A1;71736319;US
US2025134927A1;85506929;US
US2023038503A1;68916182;US
US2023045171A1;76330775;US
US2023031596A1;76330667;US
US2023036793A1;69232735;US
US2023059753A1;76329853;US
US2023039487A1;76344990;US
US2023032810A1;76476709;US
US2023042273A1;73654835;US
US2023044220A1;69323013;US
US2023054569A1;74181116;US
US2023042176A1;76477957;US
US2023049215A1;76478842;US
US2023053864A1;76478525;US
US2023051466A1;76329023;US
US2023047498A1;76329005;US
US2023040081A1;76330590;US
US2023058305A1;74884594;US
US2022010307A1;71077553;US
US2022008405A1;71101661;US
US2022015343A1;71102532;US
US2022025390A1;71096812;US
US2022017922A1;69400618;US
US2022023433A1;71101079;US
US2022002364A1;68848313;US
US2022025332A1;71102289;US
US2022002724A1;71101909;US
US2022009968A1;71129867;US
US2022010300A1;71521119;US
US2022025371A1;65228473;US
US2022017882A1;71077097;US
US2022025379A1;69160318;US
US2022025405A1;71076488;US
US2022015372A1;69137983;US
US2023042198A1;76130731;US
US2023044351A1;73857283;US
US2023045174A1;76129982;US
US2023036273A1;76129730;US
US2023034438A1;73726822;US
US2023044432A1;73854811;US
US2023032369A1;74046187;US
US2023044825A1;76221220;US
US2023042446A1;76222662;US
US2023035859A1;76221939;US
US2023036503A1;76226479;US
US2023044323A1;76329104;US
US2022017878A1;70854094;US
US2022023207A1;70853013;US
US2022010001A1;70852200;US
US2022017864A1;70853670;US
US2022003783A1;68848224;US
US2022010306A1;70852676;US
US2022002357A1;70974864;US
US2022025338A1;70975369;US
US2022017921A1;70974006;US
US2022016156A1;70975466;US
US2022011325A1;70973692;US
US2022008452A1;70974012;US
US2022025403A1;70975543;US
US2022016169A1;69187892;US
US2022017900A1;65029898;US
US2022017909A1;71077521;US
US2022002691A1;70731025;US
US2022002738A1;68887132;US
US11219685B1;70771261;US
US2022025433A1;68654453;US
US2022025367A1;64564803;US
US2022017899A1;68583447;US
US2022002817A1;70773666;US
US2022017577A1;70774611;US
US2022010285A1;70774289;US
US2022023341A1;70773055;US
US2022017908A1;68848495;US
US2022010314A1;68581802;US
US2022017865A1;70854109;US
US2022026444A1;64665077;US
US2022025349A1;70854126;US
US2022024999A1;68966069;US
US2022000778A1;70611206;US
US2022025058A1;68387340;US
US2022002343A1;64183928;US
US2022002697A1;64308581;US
US2022002816A1;70731294;US
US2022016155A1;70731875;US
US2022002764A1;70730902;US
US2022002771A1;70730777;US
US2022010291A1;68655496;US
US2022007621A1;64604590;US
US2022002336A1;70731902;US
US2025127886A1;93936280;US
US2022002722A1;66554180;US
US2022010311A1;64564550;US
US2022002736A1;68982426;US
US2022002723A1;70730659;US
US2025388639A1;82492277;US
US2025382640A1;87514440;US
US2025027095A1;91961725;US
US2022010321A1;64109748;US
US2022010315A1;70463013;US
US2022002407A1;70461958;US
US2022010305A1;68655643;US
US2022000933A1;68655644;US
US2022010323A1;64426634;US
US2022010032A1;70612046;US
US2022010310A1;70612294;US
US2022002717A1;70612213;US
US2022002387A1;70612253;US
US2025009822A1;68163824;US
US2025057973A1;92424100;US
US2025057983A1;94609922;US
US2023034677A1;69232720;US
US2023040275A1;75981476;US
US2023040216A1;75981022;US
US2023041178A1;70973695;US
US2025375391A1;87760635;US
US2025377365A1;91033461;US
US2025382346A1;91804304;US
US2022001030A1;68382386;US
US2022002715A1;70330743;US
US2022002353A1;70461852;US
US2025367302A1;83819488;US
US2025387425A1;87073287;US
US2025367300A1;87552964;US
US2025381139A1;87536689;US
US2025367128A1;88330378;US
US2025375534A1;82156436;US
US2022002714A1;65324433;US
US2022000086A1;70164474;US
US2025381149A1;82493998;US
US2025381140A1;89453827;US
US2023036685A1;75164936;US
US2023043813A1;75336595;US
US2023031001A1;75538256;US
US2023040920A1;73598197;US
US2023032072A1;75848969;US
US2023034423A1;68762359;US
US2023040959A1;73835836;US
US2023037414A1;68917824;US
US2023042493A1;75981318;US
US2023031446A1;75980053;US
US2023056569A1;73854927;US
US2023035298A1;75981447;US
US2025352484A1;89118438;US
US2025352488A1;89117898;US
US2025353916A1;53765585;US
US2025375378A1;97918649;US
US2025375392A1;97918650;US
US2022002358A1;69888834;US
US2022017926A1;69888336;US
US2022000123A1;68240808;US
US2022002721A1;63762431;US
US2022002770A1;69952177;US
US2022025420A1;69950638;US
US2022025353A1;69949700;US
US2025375390A1;85794000;US
US2025387334A1;92675714;US
US2022002766A1;69982921;US
US2022002803A1;70055469;US
US2023040148A1;72144396;US
US2023035659A1;70334147;US
US2023052784A1;66442849;US
US2023044994A1;70296147;US
US2023044580A1;73051184;US
US2023049529A1;74040502;US
US2023047351A1;74044304;US
US2023032974A1;72235011;US
US2023056843A1;74660150;US
US2023043569A1;74684776;US
US2023032060A1;74684750;US
US2023039548A1;66328334;US
US2025339364A1;88835653;US
US2025352548A1;89025647;US
US2025352637A1;89118841;US
US2025353809A1;89117659;US
US2022017914A1;69644555;US
US2022008476A1;67928915;US
US2022010333A1;69723301;US
US2025346924A1;67906893;US
US2025339458A1;70164700;US
US2025339445A1;81381381;US
US2025345524A1;75396758;US
US2025339533A1;82156497;US
US2025345417A1;83115400;US
US2025345284A1;85783686;US
US2025345416A1;85381072;US
US2025339555A1;86328766;US
US2025339524A1;88647174;US
US2023042436A1;70974825;US
US2023056577A1;69191210;US
US2023053540A1;69960723;US
US2025360210A1;87155593;US
US2025360126A1;89118808;US
US2025339462A1;89454053;US
US2022002719A1;68099679;US
US2022015340A1;68159961;US
US2022010278A1;66429655;US
US2022000920A1;68295531;US
US2022002681A1;68386731;US
US2022017898A1;66530048;US
US2022002756A1;67002401;US
US2022025395A1;67253953;US
US2022017881A1;68770337;US
US2022009990A1;68985236;US
US2022025413A1;69059912;US
US2022002692A1;69625021;US
US2022002753A1;69591481;US
US2022025362A1;64455070;US
US2022010336A1;65019181;US
US2022017715A1;64736126;US
US2022002754A1;64997751;US
US2022017904A1;63165463;US
US2022025345A1;65634580;US
US2022023340A1;65767804;US
US2022024895A1;65810963;US
US2022025452A1;66114304;US
US2022008550A1;66751772;US
US2022002763A1;65139207;US
US2022002418A1;67012450;US
US2022025374A1;67219932;US
US2022025053A1;67476480;US
US2022010293A1;67685635;US
US2022025361A1;67906451;US
US2023051667A1;63918742;US
US2023050684A1;64104328;US
US2022025382A1;60084057;US
US2025339518A1;91896446;US
US2025345459A1;91970752;US
US2025345278A1;85172876;US
US2022010312A1;61691085;US
US2022017927A1;60972337;US
US2022024975A1;62076333;US
US2022002693A1;62195662;US
US2022017934A1;63371412;US
US2022025377A1;61899310;US
US2022025463A1;63791634;US
US2022017949A1;63919504;US
US2022016157A1;64104671;US
US2022010272A1;64446862;US
US2022002502A1;60988223;US
US2022017883A1;61011478;US
US2023039418A1;64746635;US
US2023058465A1;67683855;US
US2023032532A1;68060447;US
US2023053305A1;68162957;US
US2023038993A1;67441690;US
US2023033275A1;69405687;US
US2023051519A1;69637216;US
US2023038996A1;70055698;US
US2023055445A1;68393093;US
US2023045478A1;70811387;US
US2023041099A1;63357619;US
US2023055818A1;63877998;US
US2023054714A1;62002637;US
US2023034732A1;63792850;US
US2025312439A1;82156107;US
US2025360157A1;97755742;US
US2022000901A1;58488579;US
US2022010347A1;57288485;US
US2022010313A1;57321423;US
US2022002735A1;57256480;US
US2022017902A1;58800158;US
US2022017643A1;59055700;US
US2025353873A1;97679428;US
US2025345368A1;97602475;US
US2025345390A1;96141374;US
US2025339572A1;97525711;US
US2022008558A1;58537042;US
US2022009977A1;59900758;US
US2022025369A1;59009644;US
US2022002732A1;60676044;US
US2022017938A1;58240181;US
US2022025409A1;58387450;US
US2022023429A1;58387451;US
US2025333533A1;55459583;US
US2025312442A1;66630797;US
US2025325659A1;69181963;US
US2025319193A1;77372622;US
US2025312370A1;78412102;US
US2025304720A1;82806760;US
US2025325597A1;86730459;US
US2025302863A1;88101874;US
US2025302762A1;88203587;US
US2025304929A1;88243158;US
US2025319035A1;88517849;US
US2025312367A1;88731144;US
US2025319036A1;88731139;US
US2025332283A1;82220481;US
US2025325492A1;89025574;US
US2025332104A1;89117618;US
US2025304623A1;82742765;US
US2025312287A1;82846253;US
US2025332275A1;90012508;US
US2025302990A1;90191898;US
US2025325466A1;84044576;US
US2025325472A1;84044466;US
US2025325508A1;91084101;US
US2025325490A1;91163277;US
US2022025340A1;55858893;US
US2022010308A1;57217748;US
US2022017625A1;57833815;US
US2022025378A1;57943974;US
US2022025372A1;56855838;US
US2023058852A1;61148468;US
US2023060006A1;62627189;US
US2022372579A1;52282471;US
US2022017876A1;51989402;US
US2022025376A1;52141126;US
US2022025456A1;78823642;US
US2022002720A1;51932604;US
US2022017905A1;53180199;US
US2022009985A1;53479722;US
US2022010330A1;52573731;US
US2022002727A1;53969461;US
US2022002734A1;54477246;US
US2022017903A1;56108042;US
US2022010339A1;56108292;US
US2022008559A1;52278489;US
USRE48887E;56151549;US
US2022002757A1;44541489;US
US2022025370A1;47756837;US
US2022010338A1;49624232;US
US2023053915A1;64105017;US
US2023034938A1;64274732;US
US2023045325A1;65040390;US
US2023038956A1;65526062;US
US2023050083A1;64308799;US
US2023039169A1;66101023;US
US2023031499A1;59311470;US
US2023038202A1;59743273;US
US2023043964A1;59900727;US
US2023045831A1;60412589;US
US2023048681A1;60477875;US
US2023054672A1;61562240;US
US2023051860A1;62146828;US
US2023057718A1;54359510;US
US2023056466A1;56013295;US
US2023046194A1;56417816;US
US2023046047A1;57248507;US
US2023047452A1;57757423;US
US2023047669A1;58101224;US
US2025302987A1;97175235;US
US2025326708A1;92007370;US
US2022010374A1;36143043;US
US2022000900A1;37894870;US
US2022002741A1;39082625;US
US2022023427A1;42153319;US
US2022016176A1;42797105;US
US2022002733A1;44858698;US
US2022025411A1;45064763;US
US2022002383A1;45874349;US
US2025288531A1;89025725;US
US2025276064A1;90455106;US
US2025276002A1;60411589;US
US2025288522A1;60331575;US
US2025281423A1;83228277;US
US2025281405A1;75786882;US
US2025333454A1;97447589;US
US2025332186A1;97447293;US
US2025332233A1;97449518;US
US2025326783A1;97382936;US
US2025320231A1;97305914;US
US2022370503A1;57441773;US
US2023035621A1;51263577;US
US2023058834A1;53274157;US
US2023029506A1;52273585;US
US2023052675A1;53682115;US
US2025276028A1;88420324;US
US2025289879A1;88519882;US
US2025281459A1;88519605;US
US2025295616A1;88647170;US
US2025289842A1;86604673;US
US2025281646A1;88647243;US
US2023040829A1;58387449;US
US2023099345A1;85722022;US
US2023053332A1;41268470;US
US2023030119A1;45560012;US
US2023046772A1;47884535;US
US2023099109A1;83996920;US
US2023097015A1;85718115;US
US2023095696A1;85718790;US
US2023099645A1;83903279;US
US2025297281A1;88920131;US
US2023081679A1;85479489;US
US2023079754A1;85477965;US
US2023083394A1;85478385;US
US2025281647A1;95516363;US
US2025288613A1;89663413;US
US2025288534A1;91378299;US
US2022056072A1;80269311;US
US2022053739A1;77897721;US
US2022056524A1;80270560;US
US2022054551A1;80270309;US
US2022056440A1;80270507;US
US2022056437A1;80268981;US
US2025288524A1;84802006;US
US2025276096A1;85759065;US
US2025281456A1;88243647;US
US2025281406A1;88418687;US
US2025255816A1;88420504;US
US2022047619A1;80223764;US
US2022047621A1;77640774;US
US2025268987A1;59065623;US
US2025268944A1;63168447;US
US2025255898A1;67620018;US
US2025249053A1;67908459;US
US2025250317A1;68164507;US
US2025269067A1;67766358;US
US2025298009A1;95211840;US
US2025289840A1;97029722;US
US2023087522A1;83899472;US
US2023091801A1;85571689;US
US2023088599A1;85572265;US
US2023085834A1;85573151;US
US2023079787A1;85480185;US
US2023074721A1;85384877;US
US2023072073A1;85386601;US
US2023074699A1;83438315;US
US2023063922A1;85286540;US
US2023065782A1;85286895;US
US2023069642A1;85286107;US
US2023078990A1;83188400;US
US2023063093A1;85201090;US
US2023063927A1;83507582;US
US2023100837A1;85240913;US
US2023076395A1;85239846;US
US2023071834A1;85239793;US
US2023091257A1;82483274;US
US2023068771A1;84028806;US
US2025248945A1;88330381;US
US2025255802A1;88419954;US
US2025270249A1;89941539;US
US2025249099A1;90098648;US
US2022047677A1;77897708;US
US2022049254A1;80224035;US
US2025268913A1;63407150;US
US2025263489A1;78831168;US
US2025263678A1;82261084;US
US2025268837A1;83932291;US
US2025269022A1;83932377;US
US2025270316A1;84691453;US
US2025250227A1;87764882;US
US2025255817A1;80999649;US
US2025249045A1;88243488;US
US2025249129A1;81653344;US
US2025262322A1;81653222;US
US2023075981A1;85386097;US
US2023098978A1;82156675;US
US2023089502A1;84527626;US
US2023089915A1;84544932;US
US2023078622A1;84544941;US
US2023083558A1;82839088;US
US2023083853A1;82942471;US
US2023081881A1;83508376;US
US2023072260A1;84978768;US
US2023080155A1;85088263;US
US2023098714A1;85154854;US
US2023065430A1;85156361;US
US2023068672A1;79023160;US
US2023098971A1;79281508;US
US2023084966A1;79188390;US
US2025255808A1;88519562;US
US2025262156A1;88519582;US
US2025222046A1;87564824;US
US2025235531A1;85641175;US
US2025235532A1;80448440;US
US2025228880A1;42172217;US
US2025215396A1;59362673;US
US2025213599A1;65234527;US
US2025235464A1;68984268;US
US2025221982A1;69059932;US
US2025215486A1;77366857;US
US2022042025A1;80114772;US
US2025255828A1;96661324;US
US2025270560A1;91033567;US
US2025262210A1;91033532;US
US2025269035A1;91031970;US
US2025270504A1;93842782;US
US2025270330A1;88519517;US
US2025223560A1;89381680;US
US2022041999A1;77543729;US
US2022042097A1;80114804;US
US2022042119A1;80114799;US
US2022042081A1;80114789;US
US2025242051A1;84801854;US
US2025213474A1;85783664;US
US2025235411A1;85988872;US
US2025235403A1;86059742;US
US2025236599A1;84364268;US
US2025235405A1;78725249;US
US2025230131A1;87426987;US
US2025235401A1;80621243;US
US2025215076A1;85381038;US
US2025236645A1;87565058;US
US2025215403A1;87565064;US
US2023088135A1;78698094;US
US2022042010A1;80114802;US
US2025215059A1;88024514;US
US2025243507A1;86054332;US
US2025213604A1;88102135;US
US2025221931A1;86053661;US
US2025223571A1;82483398;US
US2025214925A1;88199434;US
US2025223366A1;88199447;US
US2025231177A1;88243409;US
US2025222132A1;81307329;US
US2025221932A1;88243365;US
US2025228928A1;88243407;US
US2025221981A1;81581422;US
US2025241917A1;88330223;US
US2025243263A1;87418870;US
US2023097958A1;77390433;US
US2023085277A1;77531191;US
US2023102037A1;78426242;US
US2023072514A1;78482062;US
US2023076124A1;78525956;US
US2025242049A1;90737538;US
US2025214953A1;92500985;US
US2022033829A1;80004155;US
US2023062272A1;79460677;US
US2023073000A1;80491283;US
US2023062800A1;78725609;US
US2023093472A1;81709128;US
US2023060661A1;81804030;US
US2023075045A1;80780796;US
US2023089784A1;83641096;US
US2023087196A1;78539648;US
US2025186618A1;82158417;US
US2025235551A1;96433789;US
US12350380B1;96300937;US
US2022033810A1;77448094;US
US2022033855A1;80002741;US
US2023090495A1;71135284;US
US2023091731A1;77614516;US
US2023086936A1;77613680;US
US2023099101A1;77614195;US
US2023090779A1;75539893;US
US2023090422A1;77614464;US
US2023096378A1;77671875;US
US2023098307A1;77671840;US
US2023080252A1;78085164;US
US2023090989A1;74867685;US
US2023079757A1;77391615;US
US2025195555A1;88024468;US
US2025195437A1;81344419;US
US2025186486A1;86006739;US
US2025205167A1;86272287;US
US2025195684A1;88102194;US
US2025205154A1;88101304;US
US2025205168A1;88201455;US
US2025188013A1;89535467;US
US2022031751A1;77520799;US
US2025186344A1;55358040;US
US2025186478A1;61197363;US
US2025186593A1;62218301;US
US2025208140A1;66776874;US
US2025177348A1;69645357;US
US2025205203A1;78708197;US
US2025195444A1;81777875;US
US2023070181A1;69784345;US
US2023073250A1;74858764;US
US2025179015A1;90593410;US
US2022042101A1;76943116;US
US2022031730A1;71170391;US
US2022056445A1;79315556;US
US2022042015A1;79554340;US
US2022033818A1;71783880;US
US2022056438A1;77051097;US
USRE48908E;79910029;US
US2025195639A1;86059659;US
US2025177301A1;87472545;US
US2025177512A1;80934582;US
US2025188481A1;87935889;US
US2025188140A1;87935955;US
US2025188162A1;81326305;US
US2022049251A1;76730977;US
US2025179166A1;89705702;US
US2023097387A1;77491251;US
US2023096897A1;75108879;US
US2023087228A1;77490531;US
US2023089312A1;77491484;US
US2023089926A1;77490164;US
US2023092762A1;77492007;US
US2023090706A1;77491665;US
US2023091105A1;77490317;US
US2023069835A1;77492016;US
US2023061838A1;77490527;US
US2023062476A1;77491659;US
US2023078007A1;77490318;US
US2023084762A1;77491432;US
US2023070049A1;77200293;US
US2022033791A1;72830828;US
US2022033808A1;72941457;US
US2025177432A1;94994749;US
US2025186358A1;95516566;US
US2025177562A1;95861515;US
US2022056447A1;73050855;US
US2022049227A1;73047106;US
US2022033816A1;73362849;US
US2022049233A1;74045155;US
US2022056436A1;74193875;US
US2022033793A1;74866391;US
US2022049262A1;72801430;US
US2022042017A1;75954141;US
US2022042014A1;74858822;US
US2022042048A1;77492028;US
US2022049310A1;77490647;US
US2023083383A1;77199388;US
US2023078498A1;74860397;US
US2023081929A1;74666676;US
US2023073368A1;74673252;US
US2023091945A1;77291332;US
US2023095695A1;77292725;US
US2023090705A1;77292680;US
US2023079539A1;74853790;US
US2023072835A1;77275618;US
US2023084158A1;77275636;US
US2023081444A1;77275630;US
US2023092615A1;77391260;US
US2023093429A1;69723855;US
US2023081388A1;77077993;US
US2023075380A1;69713978;US
US2023098111A1;77079449;US
US2023097907A1;77078486;US
US2023088902A1;77079346;US
US2023090446A1;69528721;US
US2023085214A1;77079660;US
US2023068726A1;77079471;US
US2023086782A1;69326408;US
US2023070477A1;77199510;US
US2023090778A1;77200426;US
US2023081547A1;74853737;US
US2023099372A1;77200812;US
US2023062096A1;76788354;US
US2023073947A1;76787872;US
US2023088865A1;76788742;US
US2025195685A1;94341481;US
US2025195923A1;96023409;US
US2025195448A1;96024428;US
US2025161262A1;87552770;US
US2025152703A1;42237276;US
US2025136737A1;43085619;US
US2025206770A1;94384037;US
US2022054423A1;69529052;US
US2022047672A1;71947909;US
US2022056139A1;72044910;US
US2022054559A1;72144755;US
US2022033862A1;72144741;US
US2022040216A1;72143693;US
US2022056483A1;65999032;US
US2022041996A1;72335990;US
US2022049273A1;72337590;US
US2022054549A1;72519342;US
US2023075779A1;77079662;US
US2023090117A1;74673374;US
US2022042062A1;69529057;US
US2025171475A1;56943909;US
US2025170235A1;60570181;US
US2025134978A1;63040027;US
US2025170060A1;63678039;US
US2025170063A1;59974512;US
US2025161226A1;82326054;US
US2025134986A1;85603500;US
US2025134952A1;83546742;US
US2025134813A1;87285824;US
US2025152731A1;85804756;US
US2025135007A1;86903490;US
US2025161335A1;87347912;US
US2025161488A1;87469863;US
US2025147046A1;80775276;US
US2025161216A1;87470296;US
US2022033814A1;70975183;US
US2022033828A1;70975616;US
US2022056444A1;69005983;US
US2022056457A1;71076688;US
US2022056407A1;68982420;US
US2022031865A1;71076668;US
