Patent_ID;Family_ID;Country
EP4493691A2;85778859;EP
EP4596693A1;88856838;EP
EP4526449A2;87036258;EP
EP4520826A1;88729640;EP
EP4524244A1;88730796;EP
EP4569110A2;83232715;EP
EP4628494A1;91285961;EP
EP4151730A1;78302712;EP
EP4497433A1;87474211;EP
EP4497829A1;87845638;EP
EP4506456A1;92259002;EP
EP4520765A1;88297278;EP
EP4530360A1;88237364;EP
EP4029943A1;62555183;EP
EP3947679A1;66442894;EP
EP3947678A1;70289370;EP
EP3947677A1;72667565;EP
EP3950006A1;72668247;EP
EP3965889A1;66685495;EP
EP3965777A1;73050719;EP
EP3965780A2;73051251;EP
EP3962918A1;66349359;EP
EP4545544A2;57609084;EP
EP4512908A2;54554607;EP
EP4524262A2;54333131;EP
EP4610368A2;52428204;EP
EP4524265A2;49328090;EP
EP4326875A1;83722647;EP
EP4656588A2;81973802;EP
EP4486892A2;87766801;EP
EP4495241A1;88023882;EP
EP4499831A2;88102212;EP
EP4496579A2;88102205;EP
EP4519441A2;88647235;EP
EP4634382A1;84537680;EP
EP4647079A2;54542627;EP
EP4560018A1;92762073;EP
EP4279592A2;86331192;EP
EP4660321A1;91431345;EP
EP4653447A1;91955331;EP
EP3956447A1;70228070;EP
WO2025206284A1;97218943;WO
WO2022012216A1;72983101;WO
WO2025168041A1;96699260;WO
WO2025165890A1;94824308;WO
WO2025159163A1;96544911;WO
WO2025142999A1;96219122;WO
WO2024006978A2;89381577;WO
WO2024207543A1;87226630;WO
WO2024060950A1;86836436;WO
WO2024086949A1;90829731;WO
WO2024079071A1;88466623;WO
WO2024077148A1;90608833;WO
WO2024073732A1;88689589;WO
WO2025250611A1;97871220;WO
WO2024064769A1;90455294;WO
WO2025207810A1;97218820;WO
WO2025201467A1;97218263;WO
WO2025207588A2;97218874;WO
WO2025206092A1;97215821;WO
WO2025207837A1;97219193;WO
WO2025252063A1;97960090;WO
WO2022242756A1;84141112;WO
WO2022243299A1;82020952;WO
WO2022246005A1;84140809;WO
WO2025031302A1;94533665;WO
WO2024023578A1;87762826;WO
WO2023245134A2;89192050;WO
WO2022071367A1;80949191;WO
WO2025259726A1;96581473;WO
WO2025259669A1;96498682;WO
WO2025257997A1;98050267;WO
WO2022022158A1;80037160;WO
WO2022026719A2;80036742;WO
WO2022026440A1;80036134;WO
WO2022025965A1;74191964;WO
WO2022025148A1;80035753;WO
WO2025122848A2;95980443;WO
WO2025119303A1;95980657;WO
WO2025262178A1;96261547;WO
WO2025114442A1;92762253;WO
WO2025250953A1;97871383;WO
WO2025255113A1;96429644;WO
WO2025255495A1;97961581;WO
WO2025255411A1;97961476;WO
WO2025247331A1;97869647;WO
WO2022136466A1;79831353;WO
WO2023241591A1;89192298;WO
WO2025207407A1;97215886;WO
WO2025245419A2;96092850;WO
WO2025237408A1;97719416;WO
WO2025234433A1;97674800;WO
WO2025230868A1;97562080;WO
WO2025223315A1;97489330;WO
WO2024064787A2;90455249;WO
WO2024059165A1;88315920;WO
WO2024103025A1;91033523;WO
WO2023244772A1;89191898;WO
WO2025256564A1;98050153;WO
WO2025261378A1;98212404;WO
WO2025265051A1;98214086;WO
WO2025262108A1;91620706;WO
WO2025262186A2;91620653;WO
WO2025262002A2;91582114;WO
WO2025264833A1;98214137;WO
WO2025261379A1;98212403;WO
WO2025262706A1;96220235;WO
WO2025264554A1;96581562;WO
WO2025262452A1;91782227;WO
WO2025262623A1;96271604;WO
WO2025262193A1;91961043;WO
WO2025262195A1;91960921;WO
WO2022212905A1;83456841;WO
WO2022031591A2;80117629;WO
WO2022032182A1;80117701;WO
WO2022032129A1;80118539;WO
WO2022117816A1;74165863;WO
WO2023250327A1;89380657;WO
WO2025252184A1;97960073;WO
WO2025073276A1;95284160;WO
WO2023242216A1;86904096;WO
WO2025110217A1;95826615;WO
WO2025111578A1;93924597;WO
WO2022034331A1;72520099;WO
WO2022032017A2;80120136;WO
WO2025067482A1;95204386;WO
WO2024020194A1;87570984;WO
WO2024142041A1;91716909;WO
WO2024131916A1;91587701;WO
WO2024131998A2;91587766;WO
WO2024263791A1;93936242;WO
WO2025143001A1;96219124;WO
WO2025143000A1;96219120;WO
WO2025137623A1;96138824;WO
WO2022206946A1;83458100;WO
WO2025108284A1;95826060;WO
WO2025113623A1;95786249;WO
WO2025131019A1;96136461;WO
WO2025193754A2;97064665;WO
WO2025223537A1;97489349;WO
WO2025217569A1;97350787;WO
WO2025034560A1;94535071;WO
WO2023233159A1;82324187;WO
WO2023233395A1;87003345;WO
WO2023230495A2;88920082;WO
WO2025082058A1;95447763;WO
WO2025085352A1;93333932;WO
WO2025111369A1;93924958;WO
WO2025109466A1;93842135;WO
WO2025110773A1;95827187;WO
WO2025110774A1;95827189;WO
WO2025168022A1;96699243;WO
WO2025169235A1;96699356;WO
WO2025166119A1;94824123;WO
WO2022034303A1;72519952;WO
WO2022035984A1;80248162;WO
WO2025111273A1;95827508;WO
WO2023225495A2;88836271;WO
WO2023225598A2;88836133;WO
WO2023224979A1;88835921;WO
WO2023225621A2;88836194;WO
WO2023225599A2;88836136;WO
WO2025092910A1;95582447;WO
WO2025109225A1;93651288;WO
WO2025184569A1;96921812;WO
WO2025199455A1;97140351;WO
WO2025199419A1;97140307;WO
WO2025259747A2;96657084;WO
WO2025259743A1;96543832;WO
WO2025252159A1;97960117;WO
WO2025129153A1;96058552;WO
WO2025128622A1;94117054;WO
WO2025128632A1;94227627;WO
WO2025147348A1;96300542;WO
WO2025140551A1;94278033;WO
WO2025154066A1;96470857;WO
WO2025152833A1;96470697;WO
WO2025149486A1;89535900;WO
WO2025102119A1;95741782;WO
WO2022040173A1;80350523;WO
WO2025264965A2;98214257;WO
WO2025111469A1;95827487;WO
WO2025157611A1;89715656;WO
WO2025157612A1;89715718;WO
WO2025157614A1;89715864;WO
WO2023213284A1;88646282;WO
WO2023212810A1;88646081;WO
WO2023212296A1;88519719;WO
WO2023194412A1;81581329;WO
WO2025247212A1;97869626;WO
WO2025250680A1;97871579;WO
WO2025243242A1;95981589;WO
WO2025238646A1;97719683;WO
WO2022053981A1;80629784;WO
WO2022056078A1;78078410;WO
WO2025254428A1;97960539;WO
WO2025255368A2;97961376;WO
WO2025106120A2;95743561;WO
WO2025104239A1;93744063;WO
WO2025104709A1;95742613;WO
WO2025104638A1;89474475;WO
WO2024216109A1;93060283;WO
WO2024092232A1;89190818;WO
WO2025099136A2;93463488;WO
WO2022056461A1;80630071;WO
WO2022051665A1;80491556;WO
WO2022048780A1;72422179;WO
WO2022051369A1;80491450;WO
WO2022044011A1;80354761;WO
WO2022046667A1;80353901;WO
WO2022043531A1;77821705;WO
WO2025106093A1;89474022;WO
WO2025098487A1;95694984;WO
WO2025095980A1;89164435;WO
WO2025097113A1;95581368;WO
WO2022055352A1;78269667;WO
WO2022055351A1;78269666;WO
WO2022053536A1;72615780;WO
WO2025100980A1;95696235;WO
WO2024173593A1;92420662;WO
WO2025193642A1;97064472;WO
WO2025188687A1;95154866;WO
WO2022203448A1;83397616;WO
WO2022197953A2;83322359;WO
WO2024264074A2;93936355;WO
WO2025216277A1;97349741;WO
WO2025039437A1;88079686;WO
WO2025244068A1;97795425;WO
WO2025242702A1;95859846;WO
WO2025245014A1;96091257;WO
WO2025240992A1;97794380;WO
WO2022027793A1;73307213;WO
WO2025250031A1;96271482;WO
WO2025096787A2;95583327;WO
WO2025096809A1;93566570;WO
WO2025095052A1;95582408;WO
WO2025096897A1;95581614;WO
WO2025092267A1;95583097;WO
WO2025098117A1;95694936;WO
WO2022179445A1;82974035;WO
WO2025114477A1;88978349;WO
WO2025021034A1;94374144;WO
WO2025016294A1;94281142;WO
WO2025018656A1;94281932;WO
WO2025007960A1;94171487;WO
WO2025008641A2;91953781;WO
WO2025054459A1;92932995;WO
WO2025087442A1;95514991;WO
WO2022060208A1;80777223;WO
WO2022061112A1;80775588;WO
WO2025050048A2;94820486;WO
WO2025077771A1;90396903;WO
WO2025034422A1;92456903;WO
WO2025034601A1;94535231;WO
WO2025116631A1;95897468;WO
WO2024261044A1;87136818;WO
WO2024257848A1;93852241;WO
WO2024255761A1;93851404;WO
WO2024257847A1;93852230;WO
WO2024259063A2;93852753;WO
WO2024187190A2;92675611;WO
WO2024175062A1;92500261;WO
WO2024258052A1;93852247;WO
WO2024259149A1;91898288;WO
WO2024261042A1;91620566;WO
WO2024259564A1;93934697;WO
WO2025040139A1;94731399;WO
WO2025040164A1;94731407;WO
WO2025031282A1;94533459;WO
WO2025250605A1;96092774;WO
WO2025160224A1;96545713;WO
WO2025075868A1;93119498;WO
WO2025067433A1;95204398;WO
WO2025072748A2;93119614;WO
WO2025068368A1;88204090;WO
WO2025064660A2;93117301;WO
WO2025082059A1;95447764;WO
WO2023171820A1;87935476;WO
WO2025082057A1;95447765;WO
WO2025076595A1;95396716;WO
WO2025117786A1;95898070;WO
WO2025097012A1;95581413;WO
WO2025097049A1;95581499;WO
WO2025101986A1;95696686;WO
WO2025095040A1;95582405;WO
WO2025128614A1;94210303;WO
WO2025122875A1;94216553;WO
WO2025122974A1;95980610;WO
WO2025153066A1;96470805;WO
WO2025148349A1;96386297;WO
WO2025138194A1;96216606;WO
WO2025052108A2;88296734;WO
WO2025045195A1;94818182;WO
WO2025045130A1;94818161;WO
WO2025235631A1;97675534;WO
WO2025228327A1;97561151;WO
WO2025228428A1;97561219;WO
WO2025230979A1;97562193;WO
WO2023121593A1;86903493;WO
WO2025157271A1;96544504;WO
WO2025160218A1;96545671;WO
WO2025153070A1;96470721;WO
WO2025153061A1;96470754;WO
WO2023138451A1;87315332;WO
WO2025184301A1;96921954;WO
WO2025175269A1;96773595;WO
WO2025190385A1;97062821;WO
WO2025188589A1;95155021;WO
WO2025185730A1;96990040;WO
WO2025097126A1;95581544;WO
WO2025090374A1;88970265;WO
WO2025261431A1;98212447;WO
WO2025265013A2;96588919;WO
WO2025264952A2;96698655;WO
WO2025264948A2;96658484;WO
WO2025097040A1;95581493;WO
WO2025096511A1;95581494;WO
WO2025217275A2;95560534;WO
WO2025201277A1;97218989;WO
WO2025231325A1;97562278;WO
WO2025228199A1;97561136;WO
WO2025227005A1;97491027;WO
WO2025226956A1;97491018;WO
WO2023116764A1;86901279;WO
WO2025083338A1;93333552;WO
WO2025077916A1;95396610;WO
WO2023115496A1;86901039;WO
WO2025260042A1;96581508;WO
WO2025252175A1;97960105;WO
WO2025252223A1;97960140;WO
WO2025090912A1;93520933;WO
WO2025081238A1;95447483;WO
WO2025082606A1;88517575;WO
WO2025083315A1;95448387;WO
WO2025082632A1;90720065;WO
WO2025085593A1;95449095;WO
WO2025080995A1;95396331;WO
WO2025080572A1;93288742;WO
WO2025077898A1;95396666;WO
WO2025119547A1;93291665;WO
WO2022081046A1;81208387;WO
WO2022072356A1;80951726;WO
WO2022072737A1;80951840;WO
WO2025090254A1;95516357;WO
WO2025090634A1;95516388;WO
WO2022076596A1;78529011;WO
WO2025250688A1;97871497;WO
WO2025242321A1;93376439;WO
WO2025237176A1;97719382;WO
WO2025240707A1;97720861;WO
WO2025236571A1;97719277;WO
WO2024235228A1;93518738;WO
WO2024238491A2;93520220;WO
WO2024263852A2;93936381;WO
WO2025083268A1;88506550;WO
WO2025082607A1;88585231;WO
WO2025085731A1;95449112;WO
WO2025085431A1;95449323;WO
WO2025085868A2;93379160;WO
WO2025085810A2;93455982;WO
WO2022080207A1;81208281;WO
WO2025076006A2;95282831;WO
WO2025073902A1;93014968;WO
WO2025076126A1;95283864;WO
WO2023089159A1;78821123;WO
WO2023086386A1;86336743;WO
WO2022018155A1;71783876;WO
WO2022020206A1;77265286;WO
WO2024262968A1;93936053;WO
WO2024251725A1;86692660;WO
WO2024254213A1;91738287;WO
WO2024216155A1;91029925;WO
WO2024208357A1;92971258;WO
WO2024211376A2;92972827;WO
WO2024188164A1;92754367;WO
WO2024190848A1;92755278;WO
WO2024263858A2;93936265;WO
WO2024263891A2;93936278;WO
WO2024254092A2;93796062;WO
WO2024251960A1;91585433;WO
WO2024249791A2;93658459;WO
WO2022084486A1;73013332;WO
WO2022084389A1;78483252;WO
WO2022087154A1;78695810;WO
WO2022079127A1;72852502;WO
WO2023081817A1;86242223;WO
WO2023088455A1;86396280;WO
WO2025067240A1;95203685;WO
WO2025117709A2;94210334;WO
WO2025117544A1;93924967;WO
WO2025111653A1;95895892;WO
WO2025097633A1;89049573;WO
WO2022094394A2;81384495;WO
WO2022090256A1;73020108;WO
WO2022093051A1;72243181;WO
WO2022093949A1;81383142;WO
WO2022094403A1;78790129;WO
WO2025072672A2;93117481;WO
WO2025072484A1;93117542;WO
WO2025128846A2;96058339;WO
WO2025125387A1;89223279;WO
WO2025128799A1;94284167;WO
WO2025240886A1;97720833;WO
WO2025240884A1;97720761;WO
WO2024249916A2;93658558;WO
WO2024254430A2;93794707;WO
WO2025068896A1;88599233;WO
WO2025072246A1;93100244;WO
WO2025070241A1;95203551;WO
WO2025067423A1;95204389;WO
WO2025081540A1;88708408;WO
WO2025016061A1;88640445;WO
WO2023063325A1;85987978;WO
WO2025139789A1;90310221;WO
WO2025131135A1;90279040;WO
WO2025091701A1;90031213;WO
WO2025102520A1;89787537;WO
WO2025124364A1;89441337;WO
WO2023049815A2;85721272;WO
WO2023049814A2;85721274;WO
WO2024263649A1;91950336;WO
WO2024036096A2;89852508;WO
WO2024226789A1;93257297;WO
WO2024256620A1;91853486;WO
WO2024259135A1;91856269;WO
WO2024256715A1;91585544;WO
WO2024256674A1;87158302;WO
WO2024240101A1;93588923;WO
WO2024243073A1;93589806;WO
WO2024245410A1;93656690;WO
WO2024245144A1;93656667;WO
WO2024249458A2;93658725;WO
WO2024240058A1;93588940;WO
WO2023043375A2;85603688;WO
WO2025026220A1;94394097;WO
WO2025019860A1;94282732;WO
WO2025031444A1;94533572;WO
WO2025077709A1;89392273;WO
WO2025072886A1;95202294;WO
WO2025072881A2;95201352;WO
WO2025072879A1;95202286;WO
WO2025068557A1;93211929;WO
WO2025067541A1;95203716;WO
WO2025066936A1;95204331;WO
WO2025072862A1;95202247;WO
WO2025072883A2;95201351;WO
WO2025072685A1;95202148;WO
WO2023057653A1;78086302;WO
WO2025043036A2;94732764;WO
WO2025052316A1;93010930;WO
WO2025052296A1;92966446;WO
WO2025063239A1;95073008;WO
WO2025005742A1;93939342;WO
WO2025003985A1;88206963;WO
WO2025060884A1;93570281;WO
WO2025251574A1;92991837;WO
WO2025012469A1;88017902;WO
WO2025015189A1;92042992;WO
WO2025097535A1;91911483;WO
WO2025140155A1;90539287;WO
WO2025067351A2;93377995;WO
WO2025067354A1;95204375;WO
WO2023040828A1;85602431;WO
WO2025080208A1;95396910;WO
WO2025087397A1;95514999;WO
WO2025083199A1;88778469;WO
WO2025059443A1;93015091;WO
WO2025059148A1;95022517;WO
WO2022098840A1;81458276;WO
WO2022097157A2;78821747;WO
WO2025032327A1;88017075;WO
WO2025036511A1;94632166;WO
WO2025040005A1;94731358;WO
WO2025040097A1;94731385;WO
WO2025041111A1;94731456;WO
WO2025064721A1;95072053;WO
WO2025061842A1;88197225;WO
WO2025061911A1;92894937;WO
WO2025064703A1;93010872;WO
WO2025238644A1;97719500;WO
WO2025240305A1;97720661;WO
WO2025236048A1;97719049;WO
WO2025240947A1;96013325;WO
WO2025239936A1;94478771;WO
WO2025128462A1;94210267;WO
WO2025122871A1;95980568;WO
WO2025119007A1;95981630;WO
WO2025120571A1;94083634;WO
WO2022018127A1;71741632;WO
WO2025059328A1;95021898;WO
WO2025059326A1;95021902;WO
WO2025054715A1;95020659;WO
WO2025059345A1;95021947;WO
WO2023015017A2;85154809;WO
WO2025077949A1;95396680;WO
WO2022013716A1;77226966;WO
WO2025098440A1;95695015;WO
WO2025097534A1;95694860;WO
WO2025067544A1;95203731;WO
WO2025067479A1;95204394;WO
WO2025063238A1;95073083;WO
WO2023025899A2;77801641;WO
WO2025072252A1;95202240;WO
WO2025072675A1;95202115;WO
WO2025240924A1;96013169;WO
WO2023015153A2;85156418;WO
WO2024254253A2;93794549;WO
WO2024249944A1;93658691;WO
WO2024249886A1;93658665;WO
WO2024249690A1;91739191;WO
WO2024246138A1;87060735;WO
WO2025256588A1;98050157;WO
WO2025254047A1;97961167;WO
WO2025242235A1;97794712;WO
WO2025077854A1;95396595;WO
WO2025128967A1;96058380;WO
WO2024259134A1;91856126;WO
WO2024238925A2;93519844;WO
WO2023147790A1;81945627;WO
WO2025101933A1;95696667;WO
WO2025096355A1;95580993;WO
WO2025096970A2;95583322;WO
WO2025097132A1;93651545;WO
WO2025056387A1;92675989;WO
WO2025056059A1;95020951;WO
WO2023016999A2;83228716;WO
WO2023283553A1;84802046;WO
WO2025103391A1;95742049;WO
WO2025090567A1;95516399;WO
WO2025087290A1;95514982;WO
WO2024238677A2;93520254;WO
WO2024238989A2;93519903;WO
WO2024234030A1;93518323;WO
WO2022104211A1;78806738;WO
WO2023115983A1;81267214;WO
WO2023024230A1;81045493;WO
WO2025111565A1;95827261;WO
WO2025235911A2;97675653;WO
WO2025232840A1;97674544;WO
WO2022006764A1;73335268;WO
WO2025238253A1;91129679;WO
WO2025238004A2;91581549;WO
WO2025237990A1;91302407;WO
WO2023036345A1;83246377;WO
WO2023226159A1;82956421;WO
WO2023142357A1;81996815;WO
WO2025051311A1;93010876;WO
WO2024230836A1;93431352;WO
WO2024254262A2;93794559;WO
WO2024243298A1;91586044;WO
WO2024243087A2;93590376;WO
WO2024239040A1;93588622;WO
WO2024241162A1;91334891;WO
WO2024239039A1;93588616;WO
WO2024240051A1;93588921;WO
WO2024241203A1;86949316;WO
WO2024235124A1;93518674;WO
WO2024238385A2;91432498;WO
WO2024237170A1;93519098;WO
WO2022109398A1;81709762;WO
WO2022106562A1;74046492;WO
WO2025054860A1;95020608;WO
WO2025059422A1;92932818;WO
WO2025052391A1;94923605;WO
WO2025053257A1;94923883;WO
WO2025051946A1;93741692;WO
WO2023092768A1;80372020;WO
WO2023029489A1;79735354;WO
WO2025053766A2;93335208;WO
WO2025240506A1;96261494;WO
WO2025115025A1;95897142;WO
WO2025054596A2;94924470;WO
WO2025054355A1;94924235;WO
WO2025051599A1;92593378;WO
WO2025178406A1;96847606;WO
WO2025240690A2;96013138;WO
WO2025226343A1;95065608;WO
WO2025189138A1;96991539;WO
WO2022132198A2;80682842;WO
WO2025047953A1;94819471;WO
WO2025043720A1;94817789;WO
WO2025047679A1;94819188;WO
WO2022117747A2;73698681;WO
WO2022109690A1;81753628;WO
WO2025128589A1;96058419;WO
WO2025122644A1;94284059;WO
WO2022110010A1;81753836;WO
WO2025137547A1;96138825;WO
WO2025058684A1;94872085;WO
WO2025166047A1;96591280;WO
WO2025137756A1;96216266;WO
WO2025143262A1;96218176;WO
WO2023250368A2;87312251;WO
WO2024248509A1;93658383;WO
WO2024238625A1;91898608;WO
WO2024238523A2;93520243;WO
WO2025038870A1;94633180;WO
WO2022166849A1;82740856;WO
WO2025096498A1;93463568;WO
WO2025212838A1;95558902;WO
WO2025184876A1;96989766;WO
WO2025188566A1;96991413;WO
WO2025195381A1;97138373;WO
WO2025199231A2;95375376;WO
WO2025155772A1;96472047;WO
WO2025148770A1;96386352;WO
WO2025151822A1;96387612;WO
WO2023245061A2;89192053;WO
WO2023233290A1;87001738;WO
WO2025157269A1;96544510;WO
WO2025137167A2;96138932;WO
WO2025137323A1;96138034;WO
WO2025139037A1;96216655;WO
WO2025139010A1;96216650;WO
WO2025140402A1;96216806;WO
WO2025165814A1;96591424;WO
WO2025165840A1;96591388;WO
WO2025166311A1;94772226;WO
WO2025163079A1;94476214;WO
WO2025231404A1;97562402;WO
WO2025229137A1;95699175;WO
WO2025233849A2;95821611;WO
WO2025169133A1;89900719;WO
WO2023207615A1;88517438;WO
WO2022125984A1;79287725;WO
WO2025048485A1;94819875;WO
WO2023208128A1;88517935;WO
WO2025171650A1;96772492;WO
WO2025184524A1;96921771;WO
WO2025193917A1;97064579;WO
WO2025188987A1;96991681;WO
WO2022131408A1;82057708;WO
WO2025212732A1;97268116;WO
WO2025212923A1;97268054;WO
WO2025212933A1;97268035;WO
WO2025207883A2;97216122;WO
WO2025158407A2;96544565;WO
WO2025160114A1;96545848;WO
WO2025240445A1;96306399;WO
WO2025240505A1;97720622;WO
WO2025049720A2;92801378;WO
WO2025050036A1;94820497;WO
WO2024260434A1;93934852;WO
WO2025199304A1;97140233;WO
WO2025196292A1;90923746;WO
WO2025198958A1;97140175;WO
WO2022000572A1;73157578;WO
WO2025207912A1;97219772;WO
WO2025261396A1;98212415;WO
WO2025242147A1;97794691;WO
WO2025245193A1;97796140;WO
WO2025242158A1;97794679;WO
WO2025247382A1;97869591;WO
WO2025255283A1;97961489;WO
WO2025232837A1;97674542;WO
WO2025218742A1;97402961;WO
WO2025222056A1;97404435;WO
WO2025228429A1;97561182;WO
WO2025231448A2;97562312;WO
WO2025231164A2;97562254;WO
WO2023166314A2;81175281;WO
WO2025239377A1;97720009;WO
WO2025240499A1;97720673;WO
WO2025258687A1;98050833;WO
WO2025257768A1;98050550;WO
WO2025259875A1;98051505;WO
WO2025260011A1;98051678;WO
WO2025259992A1;98051673;WO
WO2025261376A1;98212401;WO
WO2025048755A1;94820109;WO
WO2025049770A1;92800378;WO
WO2025050042A1;94820480;WO
WO2025049764A1;92801590;WO
WO2023155909A1;87577605;WO
WO2023154964A1;87565197;WO
WO2025245474A1;97796199;WO
WO2025242164A1;97794692;WO
WO2024081411A1;88833687;WO
WO2024002007A1;89382904;WO
WO2024061202A1;89207403;WO
WO2024109455A1;87216606;WO
WO2025041062A1;92816450;WO
WO2025038970A1;94632737;WO
WO2025038963A1;94632739;WO
WO2022147134A1;80050589;WO
WO2025234590A1;97675238;WO
WO2025255269A1;97961480;WO
WO2025253355A1;96171516;WO
WO2022139686A1;82160161;WO
WO2024190328A1;92754864;WO
WO2024186166A1;92675354;WO
WO2024102737A2;91033440;WO
WO2024259294A2;93852778;WO
WO2024234831A1;93518622;WO
WO2024232914A1;86896148;WO
WO2024213767A1;86382806;WO
WO2024211833A2;91022695;WO
WO2024191271A1;92755590;WO
WO2024189348A1;90458050;WO
WO2024008158A1;89209440;WO
WO2024027518A1;88529420;WO
WO2025240482A1;97720650;WO
WO2025187767A1;96991153;WO
WO2025186091A1;90625202;WO
WO2024205496A1;92907642;WO
WO2023134705A1;87280120;WO
WO2025234133A1;97675116;WO
WO2025234704A1;97675311;WO
WO2025232886A1;97674511;WO
WO2025234897A1;97675118;WO
WO2025235761A1;96094572;WO
WO2025235822A1;97675771;WO
WO2025235699A1;97675531;WO
WO2022136140A1;73856912;WO
WO2025231081A1;97562178;WO
WO2025229953A1;97561392;WO
WO2025228348A1;97561202;WO
WO2025228156A1;97561134;WO
WO2025040002A1;94731361;WO
WO2024190329A1;92755474;WO
WO2024061356A1;89251193;WO
WO2024061354A1;89219158;WO
WO2024012325A1;85350089;WO
WO2024233248A2;91274578;WO
WO2022121959A1;81974232;WO
WO2022125695A1;81974815;WO
WO2024233624A1;91274520;WO
WO2024229505A1;93431726;WO
WO2024229320A1;93333483;WO
WO2024223802A2;86226760;WO
WO2024249318A1;93658644;WO
WO2024245424A1;93656763;WO
WO2024245151A1;93656647;WO
WO2024043674A1;90013728;WO
WO2022153766A1;82447214;WO
WO2025042973A1;94732769;WO
WO2024263883A2;93936372;WO
WO2024228030A2;91129510;WO
WO2024186892A2;92675699;WO
WO2024107836A1;91085466;WO
WO2024073040A1;88558382;WO
WO2024047148A1;87889361;WO
WO2025199242A1;97140203;WO
WO2025193786A1;97064442;WO
WO2025193173A1;97064653;WO
WO2025191055A1;90365090;WO
WO2025193584A1;95250944;WO
WO2025194051A1;97064604;WO
WO2022114167A1;81754508;WO
WO2022103817A2;81602672;WO
WO2022089486A1;81381950;WO
WO2025038944A1;94633192;WO
WO2022162157A1;80446128;WO
WO2022162161A1;80446185;WO
WO2022164316A1;80225873;WO
WO2022162363A1;74865309;WO
WO2024026258A2;87571731;WO
WO2024228395A1;93332977;WO
WO2024227765A2;86329542;WO
WO2024222896A1;93255659;WO
WO2025030155A1;94395955;WO
WO2023277959A1;84692027;WO
WO2025038960A1;94632733;WO
WO2024233985A1;91334702;WO
WO2024044542A2;90013998;WO
WO2025037891A1;94632400;WO
WO2025038902A2;92762201;WO
WO2025038418A2;94633056;WO
WO2025037261A1;92792350;WO
WO2022161450A1;82654186;WO
WO2025035134A1;94535210;WO
WO2025188852A1;95155143;WO
WO2025185331A1;96989952;WO
WO2025188498A1;96991380;WO
WO2024224919A1;93256070;WO
WO2024222826A1;93255667;WO
WO2024221049A1;93255163;WO
WO2024231269A1;86330290;WO
WO2024231559A1;91081971;WO
WO2024229504A1;93431731;WO
WO2024228396A1;93332921;WO
WO2024220013A1;90826209;WO
WO2025212672A1;95517093;WO
WO2025210536A1;95398444;WO
WO2025210133A1;90717551;WO
WO2025181467A2;95248934;WO
WO2025184084A1;95022682;WO
WO2025184347A1;96921977;WO
WO2022175685A1;75339325;WO
WO2022171313A1;75426557;WO
WO2025036984A1;87760581;WO
WO2025038971A1;94632735;WO
WO2025038661A1;92632959;WO
WO2025036916A1;88016605;WO
WO2025036833A1;87570922;WO
WO2025031301A1;94533664;WO
WO2025032331A1;88017097;WO
WO2025034604A1;94535227;WO
WO2025032347A1;88093320;WO
WO2024222158A1;93255514;WO
WO2022092279A1;81384009;WO
WO2022088342A1;81381988;WO
WO2024044759A2;90014117;WO
WO2024040041A1;87974754;WO
WO2024037263A1;89940673;WO
WO2024229018A2;93333291;WO
WO2025029844A1;94395978;WO
WO2025026228A1;94394131;WO
WO2025029625A1;92409116;WO
WO2025026124A1;94394047;WO
WO2022173811A1;80628791;WO
WO2025024334A1;92457218;WO
WO2024061185A1;90453894;WO
WO2024064610A2;90455281;WO
WO2024227169A1;93257201;WO
WO2024223696A1;86185106;WO
WO2024226752A1;91128287;WO
WO2024226471A2;91193468;WO
WO2024196922A1;92842629;WO
WO2024086633A1;90738511;WO
WO2024212954A1;93058735;WO
WO2025028656A1;94395378;WO
WO2025029913A2;94395991;WO
WO2025028591A1;94395002;WO
WO2023239704A2;89118832;WO
WO2023202686A1;88419288;WO
WO2025029149A1;89474880;WO
WO2025030109A1;94395924;WO
WO2025023659A1;94374947;WO
WO2025021186A1;94374074;WO
WO2025024292A1;94375091;WO
WO2025024773A2;94375485;WO
WO2024200381A1;85727167;WO
WO2024218394A1;88779471;WO
WO2024213870A1;86378729;WO
WO2024215846A1;91081915;WO
WO2023248220A1;87426867;WO
WO2023244637A2;89191784;WO
WO2025231138A1;97562230;WO
WO2025231217A1;97562285;WO
WO2025228816A1;90971564;WO
WO2022013393A1;71661710;WO
WO2022014237A1;79555484;WO
WO2022014703A1;79555651;WO
WO2022015250A1;79555808;WO
WO2022015251A1;79555794;WO
WO2022006871A1;79552218;WO
WO2022187334A1;83154801;WO
WO2025021654A1;87851923;WO
WO2024221135A1;93255261;WO
WO2024215946A1;93060133;WO
WO2024208249A1;92971157;WO
WO2024211266A1;90924057;WO
WO2024218302A1;86143003;WO
WO2024218766A1;93152313;WO
WO2024220771A1;93153376;WO
WO2024220934A1;91185388;WO
WO2024197065A2;92842450;WO
WO2024196998A1;90735018;WO
WO2024196422A1;92842499;WO
WO2025019685A2;94282615;WO
WO2025016342A1;94281111;WO
WO2025019631A1;92264058;WO
WO2025019313A1;92172170;WO
WO2025019817A1;94282701;WO
WO2025019326A2;94282496;WO
WO2023201281A2;88330397;WO
WO2025133603A1;89662546;WO
WO2022010991A1;79552173;WO
WO2022009191A1;79552981;WO
WO2023186056A1;88199477;WO
WO2025019701A1;94282683;WO
WO2025015338A1;92212635;WO
WO2025015335A1;92171917;WO
WO2024215301A1;86328485;WO
WO2024214041A1;90923964;WO
